NO;KODE BARANG;NAMA BARANG;SATUAN;SALDO AWAL;HARGA;TOTAL
ad193e4c-7fc8-11e6-aed5-000476f4fa98;1.6.8; Bahan Dan Alat Minyak solar non subsidi ;l;;;
ad194810-7fc8-11e6-aed5-000476f4fa98;1.6.9; Bahan Dan Alat Minyak Tanah ;l;;;
ad1952a2-7fc8-11e6-aed5-000476f4fa98;1.6.10;Minyak emersi;250 ml;;;
b8e33ea6-7fc8-11e6-aed5-000476f4fa98;1.7.1;ABC Dry Powder Catridge 1,2 Kg;set;;;
b8e34ca2-7fc8-11e6-aed5-000476f4fa98;1.7.2;ABC Dry Powder Catridge 2 Kg;set;;;
b8e356bf-7fc8-11e6-aed5-000476f4fa98;1.7.3;ABC Dry Powder Catridge 3,5 Kg;set;;;
b8e360c4-7fc8-11e6-aed5-000476f4fa98;1.7.4;ABC Dry Powder Catridge 4,5 Kg;set;;;
b8e36bc1-7fc8-11e6-aed5-000476f4fa98;1.7.5;ABC Dry Powder Catridge 6 Kg;set;;;
b8e375e3-7fc8-11e6-aed5-000476f4fa98;1.7.6;ABC Dry Powder Stored Pressure 1 Kg;set;;;
b8e382da-7fc8-11e6-aed5-000476f4fa98;1.7.7;ABC Dry Powder Stored Pressure 1,5 Kg;set;;;
b8e38be5-7fc8-11e6-aed5-000476f4fa98;1.7.8;ABC Dry Powder Stored Pressure 10 Kg;set;;;
b8e3948d-7fc8-11e6-aed5-000476f4fa98;1.7.9;ABC Dry Powder Stored Pressure 12 Kg;set;;;
b8e39d4c-7fc8-11e6-aed5-000476f4fa98;1.7.10;ABC Dry Powder Stored Pressure 2 Kg;set;;;
b8e3a621-7fc8-11e6-aed5-000476f4fa98;1.7.11;ABC Dry Powder Stored Pressure 2,25 Kg;set;;;
b8e3aef4-7fc8-11e6-aed5-000476f4fa98;1.7.12;ABC Dry Powder Stored Pressure 20 Kg;set;;;
b8e3b7bd-7fc8-11e6-aed5-000476f4fa98;1.7.13;ABC Dry Powder Stored Pressure 25 Kg;set;;;
b8e3c086-7fc8-11e6-aed5-000476f4fa98;1.7.14;ABC Dry Powder Stored Pressure 3 Kg;set;;;
b8e3c95e-7fc8-11e6-aed5-000476f4fa98;1.7.15;ABC Dry Powder Stored Pressure 3,5 Kg;set;;;
b8e3d23b-7fc8-11e6-aed5-000476f4fa98;1.7.16;ABC Dry Powder Stored Pressure 4 Kg;set;;;
b8e3db1e-7fc8-11e6-aed5-000476f4fa98;1.7.17;ABC Dry Powder Stored Pressure 4,5 Kg;set;;;
b8e3e414-7fc8-11e6-aed5-000476f4fa98;1.7.18;ABC Dry Powder Stored Pressure 40 Kg;set;;;
b8e3ee4f-7fc8-11e6-aed5-000476f4fa98;1.7.19;ABC Dry Powder Stored Pressure 45 Kg;set;;;
b8e3f708-7fc8-11e6-aed5-000476f4fa98;1.7.20;ABC Dry Powder Stored Pressure 5 Kg;set;;;
b8e3ffca-7fc8-11e6-aed5-000476f4fa98;1.7.21;ABC Dry Powder Stored Pressure 50 Kg;set;;;
b8e40894-7fc8-11e6-aed5-000476f4fa98;1.7.22;ABC Dry Powder Stored Pressure 6 Kg;set;;;
b8e41162-7fc8-11e6-aed5-000476f4fa98;1.7.23;ABC Dry Powder Stored Pressure 60 Kg;set;;;
b8e41a43-7fc8-11e6-aed5-000476f4fa98;1.7.24;ABC Dry Powder Stored Pressure 68 Kg;set;;;
b8e424b3-7fc8-11e6-aed5-000476f4fa98;1.7.25;ABC Dry Powder Stored Pressure 7 Kg;set;;;
b8e42d98-7fc8-11e6-aed5-000476f4fa98;1.7.26;ABC Dry Powder Stored Pressure 9 Kg;set;;;
b8e43667-7fc8-11e6-aed5-000476f4fa98;1.7.27;Alat Komunikasi RIG ;buah;;;
b8e43f59-7fc8-11e6-aed5-000476f4fa98;1.7.28;Baju Tahan Api Morning Pride USA;buah;;;
b8e448ed-7fc8-11e6-aed5-000476f4fa98;1.7.29;Baju Tahan Api/Fire Safety Jacket;set;;;
b8e451e6-7fc8-11e6-aed5-000476f4fa98;1.7.30;Baju tahan Panas Nomex IIA;buah;;;
b8e45ab3-7fc8-11e6-aed5-000476f4fa98;1.7.31;Baret pemadam;buah;;;
b8e46398-7fc8-11e6-aed5-000476f4fa98;1.7.32;Box Hidrant Type c;unit;;;
b8e46c99-7fc8-11e6-aed5-000476f4fa98;1.7.33;Brandslang  1, 5 inci Knvas;set;;;
b8e4759a-7fc8-11e6-aed5-000476f4fa98;1.7.34;Brandslang  1, 5 inci Rubber;set;;;
b8e47ea8-7fc8-11e6-aed5-000476f4fa98;1.7.35;Brandslang  2, 5 inci Knvas;set;;;
b8e487c0-7fc8-11e6-aed5-000476f4fa98;1.7.36;Brandslang  2, 5 inci Rubber;set;;;
b8e490c6-7fc8-11e6-aed5-000476f4fa98;1.7.37;Brandslang 1,5inci;set;;;
b8e499c7-7fc8-11e6-aed5-000476f4fa98;1.7.38;Brandslang 2,5inci;set;;;
b8e4a2cb-7fc8-11e6-aed5-000476f4fa98;1.7.39;Cairan CH53;set;;;
b8e4abf8-7fc8-11e6-aed5-000476f4fa98;1.7.40;Carbon Dioxida (CO2) 10 Kg;set;;;
b8e4b51b-7fc8-11e6-aed5-000476f4fa98;1.7.41;Carbon Dioxida (CO2) 15 Kg;set;;;
b8e4c027-7fc8-11e6-aed5-000476f4fa98;1.7.42;Carbon Dioxida (CO2) 2 Kg;set;;;
b8e4c964-7fc8-11e6-aed5-000476f4fa98;1.7.43;Carbon Dioxida (CO2) 2,3 Kg;set;;;
b8e4d297-7fc8-11e6-aed5-000476f4fa98;1.7.44;Carbon Dioxida (CO2) 20 Kg;set;;;
b8e4dc8c-7fc8-11e6-aed5-000476f4fa98;1.7.45;Carbon Dioxida (CO2) 23 Kg;set;;;
b8e4e58f-7fc8-11e6-aed5-000476f4fa98;1.7.46;Carbon Dioxida (CO2) 25 Kg;set;;;
b8e4eea4-7fc8-11e6-aed5-000476f4fa98;1.7.47;Carbon Dioxida (CO2) 3 Kg;set;;;
b8e4f7c2-7fc8-11e6-aed5-000476f4fa98;1.7.48;Carbon Dioxida (CO2) 3,5 Kg;set;;;
b8e500e2-7fc8-11e6-aed5-000476f4fa98;1.7.49;Carbon Dioxida (CO2) 30 Kg;set;;;
b8e50a0f-7fc8-11e6-aed5-000476f4fa98;1.7.50;Carbon Dioxida (CO2) 4,5 Kg;set;;;
b8e5133f-7fc8-11e6-aed5-000476f4fa98;1.7.51;Carbon Dioxida (CO2) 45 Kg;set;;;
b8e51c77-7fc8-11e6-aed5-000476f4fa98;1.7.52;Carbon Dioxida (CO2) 5 Kg;set;;;
b8e525aa-7fc8-11e6-aed5-000476f4fa98;1.7.53;Carbon Dioxida (CO2) 6 Kg;set;;;
b8e52fa0-7fc8-11e6-aed5-000476f4fa98;1.7.54;Carbon Dioxida (CO2) 6,8 Kg;set;;;
b8e538ee-7fc8-11e6-aed5-000476f4fa98;1.7.55;Compressor H- Tech 1/4 PK;buah;;;
b8e5421a-7fc8-11e6-aed5-000476f4fa98;1.7.56;DAHRIM Pemadam;buah;;;
b8e54b66-7fc8-11e6-aed5-000476f4fa98;1.7.57;Emblem bordir;buah;;;
b8e55544-7fc8-11e6-aed5-000476f4fa98;1.7.58;Foam AB (Busa) 9 Lt;set;;;
b8e55f56-7fc8-11e6-aed5-000476f4fa98;1.7.59;Foam Liquid 30 Lt;set;;;
b8e568bd-7fc8-11e6-aed5-000476f4fa98;1.7.60;Foam Liquid 40 Lt;set;;;
b8e57221-7fc8-11e6-aed5-000476f4fa98;1.7.61;Foam Liquid 6 Lt;set;;;
b8e57b88-7fc8-11e6-aed5-000476f4fa98;1.7.62;Foam Liquid 60 Lt;set;;;
b8e584ed-7fc8-11e6-aed5-000476f4fa98;1.7.63;Foam Liquid 80 Lt;set;;;
b8e58e59-7fc8-11e6-aed5-000476f4fa98;1.7.64;Foam Liquid 9 Lt;set;;;
b8e597cf-7fc8-11e6-aed5-000476f4fa98;1.7.65;Full face mask;buah;;;
b8e5a13b-7fc8-11e6-aed5-000476f4fa98;1.7.66;Halon AF II 1 Kg;set;;;
b8e5aab6-7fc8-11e6-aed5-000476f4fa98;1.7.67;Halon AF II 1,5 Kg;set;;;
b8e5b43a-7fc8-11e6-aed5-000476f4fa98;1.7.68;Halon AF II 12 Kg;set;;;
b8e5bdc3-7fc8-11e6-aed5-000476f4fa98;1.7.69;Halon AF II 2,3 Kg;set;;;
b8e5c869-7fc8-11e6-aed5-000476f4fa98;1.7.70;Halon AF II 20 Kg;set;;;
b8e5d2ec-7fc8-11e6-aed5-000476f4fa98;1.7.71;Halon AF II 3,5 Kg;set;;;
b8e5dc50-7fc8-11e6-aed5-000476f4fa98;1.7.72;Halon AF II 6 Kg;set;;;
b8e5e5c6-7fc8-11e6-aed5-000476f4fa98;1.7.73;Halon AF II 9 Kg;set;;;
b8e5ef46-7fc8-11e6-aed5-000476f4fa98;1.7.74;Helm Standar Firefort XLT;buah;;;
b8e5f989-7fc8-11e6-aed5-000476f4fa98;1.7.75;Kapak saku Pemadam;buah;;;
b8e6031b-7fc8-11e6-aed5-000476f4fa98;1.7.76;Kopel Petrekat RIEM;buah;;;
b8e60c9b-7fc8-11e6-aed5-000476f4fa98;1.7.77;Kran Valve 1/4;buah;;;
b8e6162f-7fc8-11e6-aed5-000476f4fa98;1.7.78;Masker fireness;set;;;
b8e61ff0-7fc8-11e6-aed5-000476f4fa98;1.7.79;Masker fireness(cartrid filter masker) ;set;;;
b8e62a5b-7fc8-11e6-aed5-000476f4fa98;1.7.80;Masker Penahan Asap/Full Fase Musk;set;;;
b8e633f7-7fc8-11e6-aed5-000476f4fa98;1.7.81;meter Kontrol;buah;;;
b8e63d93-7fc8-11e6-aed5-000476f4fa98;1.7.82;Nozzle Jet;buah;;;
b8e6474a-7fc8-11e6-aed5-000476f4fa98;1.7.83;Nozzle Jet 1,5inci;set;;;
b8e65103-7fc8-11e6-aed5-000476f4fa98;1.7.84;Nozzle Jet 2,5inci;buah;;;
b8e65ab5-7fc8-11e6-aed5-000476f4fa98;1.7.85;Nozzle T inci;buah;;;
b8e6647e-7fc8-11e6-aed5-000476f4fa98;1.7.86;Nozzle Variabel 1,5inci;set;;;
b8e66e4b-7fc8-11e6-aed5-000476f4fa98;1.7.87;Nozzle Variabel 2,5inci;set;;;
b8e67814-7fc8-11e6-aed5-000476f4fa98;1.7.88;Pistol spray;buah;;;
b8e681e2-7fc8-11e6-aed5-000476f4fa98;1.7.89;Pressing Siel;buah;;;
b8e68bbc-7fc8-11e6-aed5-000476f4fa98;1.7.90;Regulator N2;buah;;;
b8e69694-7fc8-11e6-aed5-000476f4fa98;1.7.91;Sarung tangan tahan Api Firefort AL-09;buah;;;
b8e6a0ac-7fc8-11e6-aed5-000476f4fa98;1.7.92;Selang Hidrolis 250 Bar + Nepel Shoc;buah;;;
b8e6aabc-7fc8-11e6-aed5-000476f4fa98;1.7.93;Sepatu Safety pemadam Panjgang;pasang;;;
b8e6b4c3-7fc8-11e6-aed5-000476f4fa98;1.7.94;Sepatu Safety pemadam Pendek;pasang;;;
b8e6beb0-7fc8-11e6-aed5-000476f4fa98;1.7.95;Sepatu tahan api;pasang;;;
b8e6c88f-7fc8-11e6-aed5-000476f4fa98;1.7.96;Siel;l;;;
b8e6d389-7fc8-11e6-aed5-000476f4fa98;1.7.97;Sirine light bar strobo;buah;;;
b8e6dd6d-7fc8-11e6-aed5-000476f4fa98;1.7.98;Slinder N2 Kap 7 m3;buah;;;
b8e6e73e-7fc8-11e6-aed5-000476f4fa98;1.7.99;Switer Pemadam;buah;;;
b8e6f14d-7fc8-11e6-aed5-000476f4fa98;1.7.100;Tanda Pangkat Emblem Bahan  Plat logam;buah;;;
b8e6fb42-7fc8-11e6-aed5-000476f4fa98;1.7.101;Y Connection;buah;;;
cb53ff83-7fc8-11e6-aed5-000476f4fa98;1.9.1;Cetak Blangko Surat Perintah Perbaikan;buku;;;
cb540ddf-7fc8-11e6-aed5-000476f4fa98;1.9.2;Cetak Blangko Surat Setoran Pajak Daerah Bea Perolehan Hak Atas Tanah dan Bangunan (SSPD BPHTB) 6 Lembar;lbr;;;
cb5417fa-7fc8-11e6-aed5-000476f4fa98;1.9.3;Cetak Blangko tanda bukti penerimaan;buku;;;
cb542210-7fc8-11e6-aed5-000476f4fa98;1.9.4;Cetak Blangko Tanda Bukti Penerimaan Ukuran 1/2 Qwarto;buku;;;
cb542d32-7fc8-11e6-aed5-000476f4fa98;1.9.5;Cetak Blangko Tanda Bukti Penerimaan Ukuran Qwarto;buku;;;
cb543738-7fc8-11e6-aed5-000476f4fa98;1.9.6;Cetak Blangko Tanda Terima Sementara Pembayaran PBB (NCR);buku;;;
cb544159-7fc8-11e6-aed5-000476f4fa98;1.9.7;Cetak Blanko / Formulir / Cetakan KPU Cetak Kartu Suara 70 Gram;lbr;;;
cb544b94-7fc8-11e6-aed5-000476f4fa98;1.9.8;Cetak Blanko / Formulir / Cetakan KPU Formulir C2 KWKm Plano KPU;lbr;;;
cb545597-7fc8-11e6-aed5-000476f4fa98;1.9.9;Cetak Blangko Kartu Cetak Pajak Air Tanah ;buku;;;
cb545fca-7fc8-11e6-aed5-000476f4fa98;1.9.10;Cetak Cetakan buku uji kendaraan bermotor;buku;;;
cb5469c4-7fc8-11e6-aed5-000476f4fa98;1.9.11;Cetak Daftar Penerimaan Harian PBB;rim;;;
cb5473fd-7fc8-11e6-aed5-000476f4fa98;1.9.12;Cetak Daftar perjalanan ijin trayek 9 1/2 x 11 inci 3;dus;;;
cb547e36-7fc8-11e6-aed5-000476f4fa98;1.9.13;Cetak Daftar Wajib Pajak Yang Mengajukan Keberatan PBB;rim;;;
cb54888c-7fc8-11e6-aed5-000476f4fa98;1.9.14;Cetak Daftar Wajib Pajak Yang Mengajukan Pembatalan PBB;rim;;;
cb5493f8-7fc8-11e6-aed5-000476f4fa98;1.9.15;Cetak Daftar Wajib Pajak Yang Mengajukan Pembetulan PBB;rim;;;
cb549e7f-7fc8-11e6-aed5-000476f4fa98;1.9.16;Cetak Kantong kartu buku ;buah;;;
cb54a88d-7fc8-11e6-aed5-000476f4fa98;1.9.17;Cetak Kartu Barang;lbr;;;
cb54b2be-7fc8-11e6-aed5-000476f4fa98;1.9.18;Cetak Kartu Kendali Surat Keluar (NCR);buku;;;
cb54bd04-7fc8-11e6-aed5-000476f4fa98;1.9.19;Cetak Kartu Kendali Surat Masuk (NCR);buku;;;
cb54c72f-7fc8-11e6-aed5-000476f4fa98;1.9.20;Cetak Kartu Kendaraan Bermotor;lbr;;;
cb54d19b-7fc8-11e6-aed5-000476f4fa98;1.9.21;Cetak Kartu pengawasan ijin trayek 9 1/2 x 11 inci 3;dus;;;
cb54dd33-7fc8-11e6-aed5-000476f4fa98;1.9.22;Cetak Kertas Kop SK/ Kop Surat Garuda Emas;rim;;;
cb54e783-7fc8-11e6-aed5-000476f4fa98;1.9.23;Cetak Kertas Surat Kop Dinas Folio 1 Muka 1 Warna HVS 70 gram;rim;;;
cb54f1c5-7fc8-11e6-aed5-000476f4fa98;1.9.24;Cetak Kertas Surat Kop Hot Print HVS 80 gram;rim;;;
cb54fe23-7fc8-11e6-aed5-000476f4fa98;1.9.25;Cetak Kertas Surat Kop Sekretariat Daerah Folio 1 Muka   1 Warna HVS 70 gram;rim;;;
cb5506bf-7fc8-11e6-aed5-000476f4fa98;1.9.26;Cetak Label Buku Vinly;pack;;;
cb551027-7fc8-11e6-aed5-000476f4fa98;1.9.27;Cetak Leges Pelayanan Administrasi @ Rp. 1000,-;biji;;;
cb5518ef-7fc8-11e6-aed5-000476f4fa98;1.9.28;Cetak Leges Pelayanan Administrasi @ Rp. 500,-;biji;;;
cb5521a1-7fc8-11e6-aed5-000476f4fa98;1.9.29;Cetak Map dengan Lambang Kertas Dico;buah;;;
cb552a77-7fc8-11e6-aed5-000476f4fa98;1.9.30;Cetak Map Lambang Kertas Crome Coted;lbr;;;
cb553405-7fc8-11e6-aed5-000476f4fa98;1.9.31;Cetak Nota/Memo Dinas;buku;;;
cb553ce7-7fc8-11e6-aed5-000476f4fa98;1.9.32;Cetak Pembuatan Stiker Besar;buah;;;
cb5545a5-7fc8-11e6-aed5-000476f4fa98;1.9.33;Cetak Pembuatan Stiker Kecil;buah;;;
cb554e65-7fc8-11e6-aed5-000476f4fa98;1.9.34;CetakPembuatan Stiker Sedang;buah;;;
cb55571b-7fc8-11e6-aed5-000476f4fa98;1.9.35;Cetak Penneng PKB;set;;;
cb555ff7-7fc8-11e6-aed5-000476f4fa98;1.9.36;Cetak Percetakan Cover Kertas Linen;lbr;;;
cb556910-7fc8-11e6-aed5-000476f4fa98;1.9.37;Cetak Permohonan Keberatan dan Pengurangan PBB;rim;;;
cb5571e5-7fc8-11e6-aed5-000476f4fa98;1.9.38;Cetak Pipil kios;lbr;;;
cb557adb-7fc8-11e6-aed5-000476f4fa98;1.9.39;Cetak Plat uji dan kelengkapannya;set;;;
cb5583b6-7fc8-11e6-aed5-000476f4fa98;1.9.40;Cetak Sampul SPJ;buah;;;
cb558c94-7fc8-11e6-aed5-000476f4fa98;1.9.41;Cetak Sheet Katalogus;pack;;;
cb5595c8-7fc8-11e6-aed5-000476f4fa98;1.9.42;Cetak SK ijin trayek contonous 9 1/2 x 11 inci 3;dus;;;
cb559efa-7fc8-11e6-aed5-000476f4fa98;1.9.43;Cetak SK Ijin Trayek Contonous 9 1/2 x 11 inci 3;dus;;;
cb55a82b-7fc8-11e6-aed5-000476f4fa98;1.9.44;Cetak SKRD ( Surat Keterangan Retribusi Daerah );buku;;;
cb55b133-7fc8-11e6-aed5-000476f4fa98;1.9.45;Cetak Slip Tanggal Kembali;pack;;;
cb55ba33-7fc8-11e6-aed5-000476f4fa98;1.9.46;CetakSPOP Kolektif;rim;;;
cb55c368-7fc8-11e6-aed5-000476f4fa98;1.9.47;CetakStof Map Lambang Kertas Crom Coted ;buku;;;
cb55cee2-7fc8-11e6-aed5-000476f4fa98;1.9.48;CetakSTTS Pembayaran PBB;buku;;;
cb55d868-7fc8-11e6-aed5-000476f4fa98;1.9.49;Cetak Surat Pemberitahuan Objek Pajak dan Lampiran;rim;;;
cb55e178-7fc8-11e6-aed5-000476f4fa98;1.9.50;Cetak Surat Tagihan Pajak Daerah (STPD);set;;;
cb55eb45-7fc8-11e6-aed5-000476f4fa98;1.9.51;Cetak Arsip KTA Lipat 2 Uk. 15 x 15 cm;lbr;;;
cb55f468-7fc8-11e6-aed5-000476f4fa98;1.9.52;Cetak Arsip KTA Lipat 3 Uk. 23 x 12,5 cm;lbr;;;
cb55fdd0-7fc8-11e6-aed5-000476f4fa98;1.9.53;Cetak Cover Penerbitan 3 warna                                            ;set;;;
cb5606f0-7fc8-11e6-aed5-000476f4fa98;1.9.54;Cetak Cover Penerbitan 5 warna DF;set;;;
cb561003-7fc8-11e6-aed5-000476f4fa98;1.9.55;Cetak Gambar / peta Berwarna A1;lbr;;;
cb561911-7fc8-11e6-aed5-000476f4fa98;1.9.56;Cetak Kartu Buku Uk.12,5 x 7,5 cm;lbr;;;
cb562243-7fc8-11e6-aed5-000476f4fa98;1.9.57;Cetak Kartu Pendaftaran Uk. 12,5 x 7,5 cm;lbr;;;
cb562c61-7fc8-11e6-aed5-000476f4fa98;1.9.58;Cetak Label Bangunan;buah;;;
cb563591-7fc8-11e6-aed5-000476f4fa98;1.9.59;Cetak Label Barang Inventaris Lainnya ;buah;;;
cb563e98-7fc8-11e6-aed5-000476f4fa98;1.9.60;Cetak Label Buku;lbr;;;
cb5647b0-7fc8-11e6-aed5-000476f4fa98;1.9.61;Cetak peta Digital Ukuran 40;lbr;;;
cb5650e9-7fc8-11e6-aed5-000476f4fa98;1.9.62;Cetak stiker Kendaraan Bermotor;buah;;;
cb565a2a-7fc8-11e6-aed5-000476f4fa98;1.9.63;Cetak Tanggal Kembali;lbr;;;
cb566343-7fc8-11e6-aed5-000476f4fa98;1.9.64;Kantong Buku;lbr;;;
cb566d9d-7fc8-11e6-aed5-000476f4fa98;1.9.65;Cetak Kertas HVS, 60 gram 1/2 Folio 1 Muka 1 warna;rim;;;
cb567716-7fc8-11e6-aed5-000476f4fa98;1.9.66;Cetak Kertas HVS, 60 gram 1/2 Folio 1 Muka 2 warna;rim;;;
cb56809d-7fc8-11e6-aed5-000476f4fa98;1.9.67;Cetak Kertas HVS, 60 gram 1/2 Folio 1 Muka 3 warna;rim;;;
cb568a25-7fc8-11e6-aed5-000476f4fa98;1.9.68;Cetak Kertas HVS, 60 gram 1/2 Folio 1 Muka full color;rim;;;
cb5693b3-7fc8-11e6-aed5-000476f4fa98;1.9.69;Cetak Kertas HVS, 60 gram 1/2 Folio 2 Muka 1 warna;rim;;;
cb569d33-7fc8-11e6-aed5-000476f4fa98;1.9.70;Cetak Kertas HVS, 60 gram 1/2 Folio 2 Muka 2 warna;rim;;;
cb56a6c7-7fc8-11e6-aed5-000476f4fa98;1.9.71;Cetak Kertas HVS, 60 gram 1/2 Folio 2 Muka 3 warna;rim;;;
cb56b061-7fc8-11e6-aed5-000476f4fa98;1.9.72;Cetak Kertas HVS, 60 gram 1/2 Folio 2 Muka full color;rim;;;
cb56ba04-7fc8-11e6-aed5-000476f4fa98;1.9.73;Cetak Kertas HVS, 60 gram 1/2 Kwarto 1 Muka 1 warna;rim;;;
cb56c57f-7fc8-11e6-aed5-000476f4fa98;1.9.74;Cetak Kertas HVS, 60 gram 1/2 Kwarto 1 Muka 2 warna;rim;;;
cb56cf09-7fc8-11e6-aed5-000476f4fa98;1.9.75;Cetak Kertas HVS, 60 gram 1/2 Kwarto 1 Muka 3 warna;rim;;;
cb56d88a-7fc8-11e6-aed5-000476f4fa98;1.9.76;Cetak Kertas HVS, 60 gram 1/2 Kwarto 1 Muka full color;rim;;;
cb56e20e-7fc8-11e6-aed5-000476f4fa98;1.9.77;Cetak Kertas HVS, 60 gram 1/2 Kwarto 2 Muka 1 warna;rim;;;
cb56eba4-7fc8-11e6-aed5-000476f4fa98;1.9.78;Cetak Kertas HVS, 60 gram 1/2 Kwarto 2 Muka 2 warna;rim;;;
cb56f535-7fc8-11e6-aed5-000476f4fa98;1.9.79;Cetak Kertas HVS, 60 gram 1/2 Kwarto 2 Muka 3 warna;rim;;;
cb56fed0-7fc8-11e6-aed5-000476f4fa98;1.9.80;Cetak Kertas HVS, 60 gram 1/2 Kwarto 2 Muka full color;rim;;;
cb570919-7fc8-11e6-aed5-000476f4fa98;1.9.81;Cetak Kertas HVS, 60 gram Double Folio 1 Muka 1 warna;rim;;;
cb5712d0-7fc8-11e6-aed5-000476f4fa98;1.9.82;Cetak Kertas HVS, 60 gram Double Folio 1 Muka 2 warna;rim;;;
cb571c62-7fc8-11e6-aed5-000476f4fa98;1.9.83;Cetak Kertas HVS, 60 gram Double Folio 1 Muka 3 warna;rim;;;
cb572607-7fc8-11e6-aed5-000476f4fa98;1.9.84;Cetak Kertas HVS, 60 gram Double Folio 1 Muka full color;rim;;;
cb572fb5-7fc8-11e6-aed5-000476f4fa98;1.9.85;Cetak Kertas HVS, 60 gram Double Folio 2 Muka 1 warna;rim;;;
cb573966-7fc8-11e6-aed5-000476f4fa98;1.9.86;Cetak Kertas HVS, 60 gram Double Folio 2 Muka 2 warna;rim;;;
cb574317-7fc8-11e6-aed5-000476f4fa98;1.9.87;Cetak Kertas HVS, 60 gram Double Folio 2 Muka 3 warna;rim;;;
cb574cc7-7fc8-11e6-aed5-000476f4fa98;1.9.88;Cetak Kertas HVS, 60 gram Double Folio 2 Muka full color;rim;;;
cb575675-7fc8-11e6-aed5-000476f4fa98;1.9.89;Cetak Kertas HVS, 60 gram Double Kwarto 1 Muka 1 warna;rim;;;
cb576043-7fc8-11e6-aed5-000476f4fa98;1.9.90;Cetak Kertas HVS, 60 gram Double Kwarto 1 Muka 2 warna;rim;;;
cb576a04-7fc8-11e6-aed5-000476f4fa98;1.9.91;Cetak Kertas HVS, 60 gram Double Kwarto 1 Muka 3 warna;rim;;;
cb5773d6-7fc8-11e6-aed5-000476f4fa98;1.9.92;Cetak Kertas HVS, 60 gram Double Kwarto 1 Muka full color;rim;;;
cb577db2-7fc8-11e6-aed5-000476f4fa98;1.9.93;Cetak Kertas HVS, 60 gram Double Kwarto 2 Muka 1 warna;rim;;;
cb578786-7fc8-11e6-aed5-000476f4fa98;1.9.94;Cetak Kertas HVS, 60 gramDouble Kwarto 2 Muka 2 warna;rim;;;
cb579216-7fc8-11e6-aed5-000476f4fa98;1.9.95;Cetak Kertas HVS, 60 gram Double Kwarto 2 Muka 3 warna;rim;;;
cb579c0d-7fc8-11e6-aed5-000476f4fa98;1.9.96;Cetak Kertas HVS, 60 gram Double Kwarto 2 Muka full color;rim;;;
cb57a74e-7fc8-11e6-aed5-000476f4fa98;1.9.97;Cetak Kertas HVS, 60 gram Folio 1 Muka 1 warna;rim;;;
cb57b15f-7fc8-11e6-aed5-000476f4fa98;1.9.98;Cetak Kertas HVS, 60 gram Folio 1 Muka 2 warna;rim;;;
cb57bb64-7fc8-11e6-aed5-000476f4fa98;1.9.99;Cetak Kertas HVS, 60 gram Folio 1 Muka 3 warna;rim;;;
cb57c63f-7fc8-11e6-aed5-000476f4fa98;1.9.100;Cetak Kertas HVS, 60 gram Folio 1 Muka full color;rim;;;
cb57d026-7fc8-11e6-aed5-000476f4fa98;1.9.101;Cetak Kertas HVS, 60 gram Folio 2 Muka 1 warna;rim;;;
cb57da05-7fc8-11e6-aed5-000476f4fa98;1.9.102;Cetak Kertas HVS, 60 gram Folio 2 Muka 2 warna;rim;;;
cb57e3ee-7fc8-11e6-aed5-000476f4fa98;1.9.103;Cetak Kertas HVS, 60 gram Folio 2 Muka 3 warna;rim;;;
cb57ede9-7fc8-11e6-aed5-000476f4fa98;1.9.104;Cetak Kertas HVS, 60 gram Folio 2 Muka full color;rim;;;
cb57f7de-7fc8-11e6-aed5-000476f4fa98;1.9.105;Cetak Kertas HVS, 60 gram Kwarto 1 Muka 1 warna;rim;;;
cb5801d4-7fc8-11e6-aed5-000476f4fa98;1.9.106;Cetak Kertas HVS, 60 gram Kwarto 1 Muka 2 warna;rim;;;
cb580bd0-7fc8-11e6-aed5-000476f4fa98;1.9.107;Cetak Kertas HVS, 60 gram Kwarto 1 Muka 3 warna;rim;;;
cb5815e5-7fc8-11e6-aed5-000476f4fa98;1.9.108;Cetak Kertas HVS, 60 gram Kwarto 1 Muka full color;rim;;;
cb581fe7-7fc8-11e6-aed5-000476f4fa98;1.9.109;Cetak Kertas HVS, 60 gram Kwarto 2 Muka 1 warna;rim;;;
cb583ac7-7fc8-11e6-aed5-000476f4fa98;1.9.110;Cetak Kertas HVS, 60 gram Kwarto 2 Muka 2 warna;rim;;;
cb584596-7fc8-11e6-aed5-000476f4fa98;1.9.111;Cetak Kertas HVS, 60 gram Kwarto 2 Muka 3 warna;rim;;;
cb584fca-7fc8-11e6-aed5-000476f4fa98;1.9.112;Cetak Kertas HVS, 60 gram Kwarto 2 Muka full color;rim;;;
cb585a0a-7fc8-11e6-aed5-000476f4fa98;1.9.113;Cetak Kertas HVS, 60 gram Ukuran KTP 1 Muka 1 warna;rim;;;
cb586454-7fc8-11e6-aed5-000476f4fa98;1.9.114;Cetak Kertas HVS, 60 gram Ukuran KTP 1 Muka 2 warna;rim;;;
cb586e92-7fc8-11e6-aed5-000476f4fa98;1.9.115;Cetak Kertas HVS, 60 gram Ukuran KTP 1 Muka 3 warna;rim;;;
cb5878e0-7fc8-11e6-aed5-000476f4fa98;1.9.116;Cetak Kertas HVS, 60 gram Ukuran KTP 1 Muka full color;rim;;;
